time,state,state_name,source,pressure,altitude,height,acceleration,speed
41.86,7,main,recorded,95407.00,529.23,-2.77,-0.07,0.19
41.96,7,main,recorded,95408.00,529.14,-2.86,-0.29,0.17
42.06,7,main,recorded,95410.00,528.96,-3.04,-0.24,0.14
42.16,7,main,recorded,95413.00,528.70,-3.30,-0.29,0.12
42.26,7,main,recorded,95408.00,529.14,-2.86,-0.60,0.07
42.36,8,landed,recorded,95407.00,529.23,-2.77,-0.84,0.00
42.46,8,landed,recorded,95407.00,529.23,-2.77,-0.74,-0.08
42.56,8,landed,recorded,95407.00,529.23,-2.77,-0.25,-0.14
42.66,8,landed,recorded,95410.00,528.96,-3.04,0.39,-0.13
42.76,8,landed,recorded,95414.00,528.62,-3.38,0.70,-0.07
42.86,8,landed,recorded,95409.00,529.05,-2.95,0.42,-0.01
42.96,8,landed,recorded,95407.00,529.23,-2.77,-0.18,0.00
43.06,8,landed,recorded,95411.00,528.88,-3.12,-0.77,-0.04
43.16,8,landed,recorded,95406.00,529.31,-2.69,-1.20,-0.15
43.26,8,landed,recorded,95412.00,528.79,-3.21,-1.29,-0.27
43.36,8,landed,recorded,95409.00,529.05,-2.95,-1.09,-0.39
43.46,8,landed,recorded,95407.00,529.23,-2.77,-0.50,-0.48
43.56,8,landed,recorded,95413.00,528.70,-3.30,0.45,-0.48
43.66,8,landed,recorded,95410.00,528.96,-3.04,1.39,-0.39
43.76,8,landed,recorded,95414.00,528.62,-3.38,2.03,-0.21
43.86,8,landed,recorded,95414.00,528.62,-3.38,2.05,0.00
43.96,8,landed,recorded,95415.00,528.53,-3.47,1.35,0.17
44.06,8,landed,recorded,95409.00,529.05,-2.95,0.24,0.25
44.16,8,landed,recorded,95407.00,529.23,-2.77,-0.67,0.23
44.26,8,landed,recorded,95414.00,528.62,-3.38,-1.09,0.13
44.36,8,landed,recorded,95410.00,528.96,-3.04,-1.18,0.02
44.46,8,landed,recorded,95410.00,528.96,-3.04,-0.93,-0.09
44.56,8,landed,recorded,95411.00,528.88,-3.12,-0.41,-0.16
44.66,8,landed,recorded,95412.00,528.79,-3.21,0.16,-0.17
44.76,8,landed,recorded,95414.00,528.62,-3.38,0.53,-0.13
44.86,8,landed,recorded,95413.00,528.70,-3.30,0.59,-0.07
44.96,8,landed,recorded,95406.00,529.31,-2.69,0.51,-0.02
45.06,8,landed,recorded,95415.00,528.53,-3.47,0.55,0.03
45.16,8,landed,recorded,95411.00,528.88,-3.12,0.43,0.08
45.26,8,landed,recorded,95414.00,528.62,-3.38,0.07,0.11
