time,state,state_name,acceleration,pressure,altitude,height,speed,temperature
51.06,7,main,0.10,95407.00,504.70,-2.80,0.03,23.7
51.16,7,main,0.10,95410.00,504.44,-3.06,0.04,23.7
51.26,7,main,0.10,95408.00,504.62,-2.88,0.05,23.7
51.36,7,main,0.10,95405.00,504.88,-2.62,0.07,23.7
51.46,7,main,0.10,95410.00,504.44,-3.06,0.07,23.7
51.56,7,main,0.11,95408.00,504.62,-2.88,0.08,23.7
51.66,7,main,0.12,95407.00,504.70,-2.80,0.09,23.7
51.76,7,main,0.13,95401.00,505.23,-2.27,0.10,23.7
51.86,7,main,0.15,95409.00,504.53,-2.97,0.12,23.7
51.96,7,main,0.15,95404.00,504.97,-2.53,0.13,23.7
52.06,7,main,0.16,95415.00,504.01,-3.50,0.15,23.7
52.16,7,main,0.15,95409.00,504.53,-2.97,0.16,23.7
52.26,7,main,0.14,95409.00,504.53,-2.97,0.18,23.7
52.36,7,main,0.12,95406.00,504.79,-2.71,0.20,23.7
52.46,7,main,0.09,95405.00,504.88,-2.62,0.21,23.7
52.56,7,main,0.06,95409.00,504.53,-2.97,0.22,23.7
52.66,7,main,0.03,95404.00,504.97,-2.53,0.23,23.7
52.76,7,main,-0.01,95403.00,505.05,-2.45,0.23,23.7
52.86,7,main,-0.04,95407.00,504.70,-2.80,0.23,23.7
52.96,7,main,-0.07,95406.00,504.79,-2.71,0.22,23.7
53.06,7,main,-0.09,95407.00,504.70,-2.80,0.22,23.7
53.16,7,main,-0.11,95406.00,504.79,-2.71,0.21,23.7
53.26,7,main,-0.11,95403.00,505.05,-2.45,0.20,23.7
53.36,7,main,-0.10,95402.00,505.14,-2.36,0.19,23.7
53.46,7,main,-0.07,95405.00,504.88,-2.62,0.17,23.7
53.56,7,main,-0.07,95403.00,505.05,-2.45,0.16,23.7
53.66,7,main,-0.07,95402.00,505.14,-2.36,0.16,23.7
53.69,8,landed,-0.07,95402.00,505.14,-2.36,0.16,23.7
